ra,dec,distance
124.78933107659809,-6.274925027549431,14.176405906838536
124.91882453813376,-5.915822515826424,14.020071842023961
125.05028152193816,-5.557839316457985,13.867267926741409
125.1835884115828,-5.2009114424082155,13.717908021205028
125.31863764959316,-4.844977926416828,13.571908516838173
125.4553275117591,-4.489980735311671,13.429188254020763
125.59356188992524,-4.135864684758316,13.289668442772701
125.73325008279238,-3.782577354637899,13.153272586258604
125.87430659430068,-3.430069005220417,13.019926407006125
126.016650939199,-3.0782924942773913,12.88955777573326
126.16020745543906,-2.7272031952582445,12.762096642684604
126.30490512305755,-2.3767589166360743,12.637474971381115
126.4506773892415,-2.0269198225123803,12.515626674690902
126.59746199929056,-1.6776483545559655,12.396487553133499
126.74520083321521,-1.3289091553371977,12.279995235332388
126.89383974772747,-0.980668993108771,12.166089120535148
127.04332842340008,-0.6328966880719594,12.05471032312292
127.19362021678492,-0.28556304015956513,11.945801619034944
127.34467201729669,0.06135924164236115,11.83930739403572
127.49644410868234,0.40789560841824296,11.735173593756555
127.64890003490578,0.7540697388836936,11.633347675445256
127.80200647029191,1.0999036053793394,11.533778561360092
127.95573309378263,1.44541753829905,11.43641659374764
128.11005246716448,1.7906302889584569,11.341213491345634
128.26493991713937,2.1355590909122486,11.248122307354558
128.420373421115,2.4802197197327214,11.157097388824395
128.57633349659818,2.8246265512643305,11.068094337404073
128.73280309408298,3.168792618370528,10.981069971404157
128.88976749332713,3.512729666192332,10.895982289124928
129.0472142029197,3.856448205937789,10.812790433403537
129.20513286304413,4.19995756722475,10.731454657336185
129.36351515134783,4.54326594899798,10.651936291132932
129.52235469183077,4.886380469043987,10.574197710063926
129.68164696667185,5.229307212126995,10.498202303458108
129.84138923091268,5.572051276769314,10.423914444716429
130.00158042992362,5.914616820700302,10.351299462303274
130.1622211195781,6.2570071049971,10.280323611681123
130.32331338906488,6.599224536941599,10.210954048155028
130.48486078626976,6.941270711616381,10.143158800594328
130.6468682456611,7.283146452263643,10.076906746000589
130.8093420186153,7.624851849429472,10.012167584892088
130.97228960612063,7.966386298916245,9.94891181747549
131.13571969379876,8.30774853856569,9.887110720577775
131.29964208918767,8.648936683893615,9.826736325311007
131.46406766122735,8.9899482625984,9.76776139544481
131.62900828189598,9.330780247963478,9.710159406461525
131.79447676994144,9.671429091174522,9.65390452527046
131.96048683665805,10.011890752571047,9.598971590558241
132.12705303365757,10.352160731851926,9.545336093753154
132.29419070258595,10.692234097253758,9.492974160582417
132.46191592673856,11.03210551372057,9.441862533201538
132.63024548452802,11.371769270082943,9.391978552876783
132.79919680475905,11.71121930526429,9.343300143200803
132.968787923668,12.050449233531388,9.29580579382397
133.13903744368403,12.389452368806188,9.249474544683274
133.30996449387106,12.728221748055304,9.204285970712144
133.4815886920105,13.066750153773336,9.160220167014462
133.65393010828643,13.405030135576014,9.11725773448732
133.82700923053514,13.74305403091855,9.075379765877143
134.0008469310227,14.08081398495422,9.034567832254494
134.1754644347155,14.418301969548905,8.994803969893646
134.350883289009,14.755509801465267,8.956070667542784
134.52712533488153,15.092429159731898,8.91835085407242
134.70421267944107,15.42905160221116,8.881627886488578
134.8821676698338,15.765368581380054,8.845885538299157
135.06101286848394,16.10137145933782,8.811107988221176
135.2407710296361,16.437051522053878,8.777279809217909
135.42146507717104,16.77239999286978,8.744385957854572
135.60311808366862,17.107408045268123,8.712411763962237
135.7857532506905,17.44206681492198,8.68134292059964
135.96939389025758,17.776367411037334,8.651165474302962
136.15406340749703,18.110300927001717,8.621865815614127
136.339785284436,18.443858450351385,8.593430669878302
136.52658306491747,18.777031072069814,8.565847088301922
136.71448034061757,19.109809895229375,8.539102439262397
136.90350073814162,19.442186042988958,8.513184399861448
137.09366790717914,19.774150665958885,8.488080947713877
137.28500550969696,20.105694948945388,8.463780352964255
137.4775372101514,20.436810117086118,8.44027117052372
137.67128666670135,20.767487441388127,8.41754223252022
137.86627752340277,21.097718243679665,8.395582640954538
138.06253340336886,21.427493900986782,8.37438176055601
138.2600779028773,21.75680584934577,8.35392921183096
138.45893458640916,22.085645587061904,8.334214864297868
138.6591269826033,22.414004677425087,8.315228829902946
138.86067858111053,22.741874750892677,8.296961456610505
139.06361283033243,23.06924750674924,8.279403322162164
139.26795313603066,23.39611471425332,8.262545227999532
139.47372286079175,23.722468213280454,8.246378193345212
139.6809453243336,24.048299914471936,8.23089344943655
139.88964380464006,24.373601798898054,8.216082433907761
140.0998415399096,24.698365917244846,8.201936785314931
140.3115617313052,25.0225843885325,8.188448337799906
140.524827546492,25.346249398373875,8.175609115888166
140.73966212394936,25.669353196780804,8.163411329416418
140.95608857804484,25.991888095526,8.151847368585635
141.17413000485655,26.313846465067616,8.140909799135859
141.39380948873114,26.635220731043773,8.130591357638018
141.61515010956418,26.956003370343666,8.120884946899947
141.83817495078972,27.276186906761556,8.111783631481977
142.06290710806562,27.59576390624011,8.103280633319208
142.28936969864117,27.914726971708614,8.095369327446635
142.51758587139292,28.233068737522085,8.088043237823799
142.74757881751492,28.550781863505993,8.081296033255938
142.9793717818483,28.867859028612244,8.075121523408205
143.21298807483578,29.184292924190824,8.069513654910176
143.44845108508542,29.500076246881644,8.064466507547412
143.68578429252787,29.815201691131175,8.059974290537495
143.9250112821502,30.12966194133748,8.056031338887607
144.16615575828985,30.443449663627742,8.052632109831048
144.40924155947013,30.756557497271995,8.049771179340055
144.6542926737589,31.068978045736102,8.047443238712303
144.90133325463157,31.38070386737791,8.045643091228998
145.15038763731707,31.69172746578891,8.044365648881774
145.40148035560605,32.00204127978512,8.043605929166384
145.654636159099,32.31163767304954,8.043359051940909
145.90988003087077,32.62050892342935,8.043620236346264
146.16723720552653,32.928647211890386,8.044384797786966
146.4267331876238,33.23604461113175,8.045648144970357
146.6883937704328,33.54269307386317,8.047405777001762
146.95224505500667,33.84858442074783,8.049653280534493
147.21831346953127,34.153710328013574,8.052386326972067
147.48662578892265,34.458062314735436,8.05560066972148
147.7572091546388,34.76163172979217,8.0592921414954
148.03009109467004,35.06440973850042,8.063456651661982
148.3052995436712,35.36638730892948,8.068090183640296
148.58286286319554,35.667555197900704,8.073188792340023
148.86280986199014,35.96790393667483,8.078748601644119
149.1451698163076,36.2674238163322,8.084765801932381
149.42997249018956,36.56610487284988,8.091236647645141
149.71724815567242,36.86393687188076,8.098157454885369
150.00702761286465,37.160909293240394,8.105524599057839
150.29934220984165,37.45701131510704,8.113334512544212
150.59422386230185,37.75223179794192,8.121583682412773
150.89170507292374,38.04655926813652,8.130268648161483
151.19181895036166,38.339981901394694,8.13938599949335
151.49459922781378,38.63248750585843,8.14893237412289
151.80008028109287,38.92406350498611,8.158904455612568
152.1082971461272,39.214696920194,8.169298971238314
152.41928553581386,39.50437435327154,8.18011268988292
152.73308185614522,39.793081968582804,8.191342419956428
153.04972322152233,40.08080547506732,8.202985007342537
153.36924746916796,40.367530108054204,8.215037333370185
153.69169317254486,40.65324061090545,8.227496312809304
154.017099653683,40.93792121650499,8.24035889188992
154.34550699431233,41.221555628611604,8.253622046343992
154.67695604569542,41.50412700309543,8.267282779468804
155.0114884370476,41.78561792907928,8.281338120211522
155.34914658242784,42.066010410007294,8.295785121274083
155.68997368597948,42.34528584466611,8.310620857237446
156.03401374539283,42.62342500818432,8.325842422705085
156.3813115534579,42.900408033039,8.3414469304645
156.73191269757024,43.176214390099766,8.357431509666519
157.08586355704594,43.45082286974298,8.373793304021644
157.44321129809853,43.72421156307106,8.39052947001294
157.8040038663233,43.99635784327433,8.407637175124828
158.1682899765307,44.26723834717559,8.425113596087382
158.53611909976368,44.536828956999706,8.442955917135668
158.90754144733032,44.80510478241406,8.461161328283476
159.28260795167643,45.07204014288845,8.479727023611202
159.6613702439196,45.33760855042549,8.498650199567473
160.0438806278598,45.60178269271717,8.517928053283848
160.43019205027954,45.864534416785155,8.537557780902693
160.82035806734072,46.12583471316714,8.557536575917377
161.21443280688348,46.385653700714556,8.577861627524959
161.61247092642859,46.64396061207113,8.59853011899064
162.01452756668306,46.90072377990571,8.61953922602408
162.42065830034787,47.15591062397675,8.640886115166934
162.83091907602463,47.40948763911055,8.662567942191862
163.2453661570197,47.66142038417926,8.684581850512307
163.66405605484564,47.91167347216959,8.706924969603271
164.08704545722142,48.16021056143766,8.729594413432599
164.5143911503783,48.40699434825008,8.752587278902908
164.94614993548265,48.65198656071673,8.775900644303832
165.38237853899483,48.8951479542247,8.799531567774538
165.8231335167921,49.13643830848905,8.823477085776602
166.26847115189395,49.3758164263398,8.847734211576869
166.7184473456424,49.61324013437071,8.872299933740557
167.1731175022041,49.84866628557965,8.897171214634417
167.6325364062799,50.082050764135595,8.922344988940026
168.0967580939282,50.31334849241212,8.94781816217726
168.56583571643046,50.54251344043195,8.973587609237812
169.0398213971566,50.76949863787157,8.999650172929147
169.51876608141487,50.99425618877922,9.026002662528692
170.00271937930614,51.216737289163625,9.052641852348462
170.49172940163803,51.4368922476143,9.079564480310243
170.98584258899535,51.654670509117665,9.106767246531602
171.48510353410762,51.87002068223557,9.13424681192259
171.98955479770163,52.08289056981539,9.161999796793744
172.49923671808017,52.29322720340193,9.19002277947511
173.01418721472365,52.500976881522334,9.21831229494698
173.53444158627045,52.70608521201502,9.246864833482118
174.0600323032972,52.90849715857286,9.275676839300353
174.59098879638648,53.10815709166835,9.30474470923499
175.127337240041,53.30500884402601,9.334064791412231
175.6691003330783,53.49899577080248,9.363633383943228
176.21629707621656,53.690060814629376,9.393446733629427
176.76894254764375,53.87814657566714,9.423501034681673
177.32704767744278,54.06319538680924,9.453792427453003
177.89061902183104,54.24514939416662,9.484316997186124
178.45965853825766,54.42395064295039,9.515070772775372
179.03416336248435,54.599541168857385,9.546049725544119
179.6141255888647,54.771863095048396,9.577249768037793
180.19953205511527,54.94085873479192,9.608666752832805
180.79036413295594,55.10647069982761,9.640296471362541
181.38659752607222,55.2686420144834,9.672134652760047
181.9882020769229,55.427316235557484,9.704176962718519
182.59514158398724,55.582437577953144,9.736419002370077
183.2073736310976,55.733951046027826,9.768856307183047
183.82484943055985,55.88180257059123,9.801484345878823
184.4475136818006,56.02593915145805,9.83429851936837
185.07530444730838,56.16630900543064,9.867294159709289
185.70815304765355,56.30286171955627,9.900466529084204
186.34598397737312,56.43554840947022,9.933810818800682
186.9887148434907,56.56432188260416,9.967322148313494
187.63625632841632,56.68913680600463,10.000995564270422
188.28851217891975,56.809949878473766,10.034826039581173
188.94537922280705,56.926720006710156,10.068808472511325
189.6067474148477,57.03940848509526,10.10293768580112
190.27249991339318,57.14797917873856,10.137208425810348
190.9425131890094,57.252398709363646,10.171615361689684
191.61665716630145,57.35263664358842,10.206153084579658
192.2947953999507,57.448665683125526,10.240816106837629
192.97678528580738,57.540461856404285,10.275598861293723
193.66247830768742,57.62800471109339,10.310495700536661
194.35172032031448,57.711277506985695,10.345500896229964
195.04435186862628,57.79026740869013,10.380608638459625
195.74020854343186,57.86496567756563,10.415813035113908
196.43912137316633,57.93536786232399,10.451108111296241
197.14091725124507,58.00147398772624,10.486487808772026
197.8454193982672,58.06328874079835,10.52194598545004
198.5524478580742,58.120821653998604,10.557476414899632
199.26182002642813,58.174087284779915,10.59307278590424
199.97335121083137,58.223105391005326,10.628728702052275
200.68685521979637,58.26790110169544,10.664437681366454
201.40214497965687,58.308505082610495,10.700193155972046
202.1190331768277,58.34495369619781,10.73598847180531
202.83733292324828,58.37728915546759,10.771816888362755
203.5568584426051,58.40555967139508,10.807671578492423
204.27742577480967,58.42981959348479,10.843545628227874
204.99885349612592,58.45012954317302,10.879432036665943
205.72096345228272,58.46655653978633,10.91532371588887
206.44358150189416,58.47917411881661,10.951213490932366
207.16653826751843,58.488062442316185,10.987094099799792
207.88966989173892,58.49330840125921,11.02295819352391
208.61281879573792,58.495005709756875,11.058798336276885
209.33583443795004,58.49325499105341,11.094607005529587
210.0585740705417,58.488163855267004,11.130376592260847
210.78090349164572,58.4798469688729,11.16609940121794
211.50269779150187,58.468426115955616,11.201767651229073
212.22384209090188,58.45403025128174,11.237373475568427
212.94423227060946,58.43679554526404,11.272908922375384
213.66377569072725,58.41686542090079,11.308365955128016
214.38239189930272,58.394390582780936,11.3437364531724
215.10001332980283,58.369529038245076,11.37901221230808
215.81658598744448,58.34244611078447,11.414184945430899
